Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,reading and writing skills,memory capability score,interested career area ,Type of company want to settle in?,Management or Technical,hard/smart worker,Suggested Job Role
excellent,6,excellent,excellent,yes,excellent,poor,Business process analyst,Sales and Marketing,Technical,smart worker,Systems Security Administrator
excellent,6,medium,medium,yes,medium,poor,developer,Sales and Marketing,Technical,hard worker,Software Engineer
medium,0,medium,excellent,no,poor,excellent,system developer,BPA,Technical,smart worker,Mobile Applications Developer
poor,2,excellent,excellent,yes,medium,poor,Business process analyst,Cloud Services,Technical,hard worker,Applications Developer
excellent,4,medium,excellent,yes,excellent,medium,testing,Cloud Services,Technical,hard worker,Software Quality Assurance (QA) / Testing
medium,6,excellent,excellent,yes,medium,excellent,testing,Sales and Marketing,Technical,hard worker,Database Developer
excellent,2,poor,excellent,yes,excellent,poor,cloud computing,product development,Management,smart worker,CRM Technical Developer
excellent,4,excellent,excellent,no,excellent,medium,Business process analyst,Web Services,Management,hard worker,Software Developer
excellent,1,poor,excellent,yes,medium,poor,system developer,Service Based,Management,smart worker,Software Engineer
excellent,2,excellent,poor,no,medium,excellent,system developer,Product based,Technical,hard worker,Software Quality Assurance (QA) / Testing
excellent,3,excellent,excellent,yes,excellent,poor,Business process analyst,Sales and Marketing,Technical,hard worker,Software Developer
excellent,5,medium,poor,yes,excellent,excellent,testing,Finance,Technical,hard worker,Mobile Applications Developer
excellent,2,poor,medium,yes,medium,excellent,system developer,Testing and Maintainance Services,Technical,smart worker,CRM Technical Developer
poor,3,medium,poor,no,poor,poor,security,SAaS services,Technical,hard worker,Software Quality Assurance (QA) / Testing
medium,6,medium,medium,no,poor,poor,system developer,Service Based,Management,hard worker,CRM Technical Developer
excellent,5,medium,excellent,no,excellent,poor,system developer,SAaS services,Management,hard worker,CRM Technical Developer
poor,3,poor,excellent,no,medium,medium,Business process analyst,Service Based,Management,smart worker,Systems Security Administrator
medium,6,excellent,medium,yes,poor,poor,security,Cloud Services,Technical,hard worker,Software Quality Assurance (QA) / Testing
medium,3,medium,medium,no,medium,poor,testing,Finance,Technical,hard worker,Applications Developer
medium,4,poor,excellent,yes,poor,excellent,cloud computing,BPA,Technical,smart worker,Software Quality Assurance (QA) / Testing
excellent,2,medium,poor,yes,poor,excellent,cloud computing,product development,Technical,hard worker,Software Engineer
excellent,5,poor,excellent,no,excellent,poor,testing,Testing and Maintainance Services,Technical,smart worker,Network Security Engineer
medium,2,medium,poor,yes,poor,medium,developer,Web Services,Technical,smart worker,Web Developer
medium,4,excellent,poor,no,medium,excellent,testing,product development,Management,hard worker,Database Developer
excellent,4,poor,medium,no,poor,medium,security,Sales and Marketing,Management,hard worker,Technical Support
poor,3,excellent,medium,yes,poor,excellent,developer,Product based,Technical,smart worker,UX Designer
excellent,6,medium,medium,no,medium,excellent,security,product development,Technical,smart worker,Technical Support
medium,0,poor,poor,yes,poor,poor,testing,Finance,Technical,hard worker,UX Designer
poor,0,medium,excellent,yes,poor,medium,Business process analyst,product development,Management,hard worker,Web Developer
excellent,2,excellent,poor,yes,poor,poor,security,Cloud Services,Management,smart worker,Software Developer
poor,3,excellent,poor,yes,medium,medium,system developer,Product based,Management,smart worker,Software Developer
poor,0,excellent,poor,no,poor,medium,cloud computing,BPA,Management,smart worker,Applications Developer
medium,0,excellent,excellent,no,excellent,excellent,security,BPA,Management,hard worker,Network Security Engineer
excellent,1,excellent,poor,yes,poor,excellent,testing,Testing and Maintainance Services,Technical,hard worker,Web Developer
excellent,6,poor,excellent,yes,medium,excellent,system developer,Service Based,Technical,hard worker,Software Quality Assurance (QA) / Testing
medium,5,poor,excellent,yes,poor,medium,security,BPA,Technical,smart worker,CRM Technical Developer
excellent,1,medium,excellent,yes,excellent,excellent,cloud computing,Finance,Management,hard worker,Software Developer
excellent,2,excellent,excellent,no,poor,poor,testing,SAaS services,Management,hard worker,Software Engineer
poor,2,poor,medium,no,poor,medium,cloud computing,Service Based,Management,smart worker,Technical Support
excellent,6,poor,excellent,yes,excellent,excellent,testing,Sales and Marketing,Technical,smart worker,UX Designer
poor,2,excellent,poor,no,poor,excellent,testing,SAaS services,Technical,hard worker,Applications Developer
excellent,1,excellent,medium,no,medium,medium,security,Service Based,Management,hard worker,Software Quality Assurance (QA) / Testing
poor,6,excellent,medium,yes,poor,medium,system developer,Product based,Management,smart worker,Software Developer
excellent,1,medium,poor,no,medium,excellent,cloud computing,BPA,Management,smart worker,Mobile Applications Developer
excellent,3,medium,medium,yes,medium,medium,Business process analyst,Testing and Maintainance Services,Technical,smart worker,Database Developer
excellent,4,excellent,medium,no,medium,poor,developer,Product based,Technical,hard worker,Systems Security Administrator
excellent,2,poor,poor,yes,medium,poor,Business process analyst,product development,Technical,hard worker,Systems Security Administrator
poor,3,poor,medium,yes,medium,medium,developer,BPA,Technical,hard worker,Software Quality Assurance (QA) / Testing
medium,5,excellent,medium,yes,poor,excellent,cloud computing,Product based,Technical,hard worker,Software Developer
medium,5,poor,medium,yes,poor,excellent,testing,SAaS services,Management,hard worker,Systems Security Administrator
poor,3,excellent,excellent,yes,medium,excellent,security,Sales and Marketing,Technical,hard worker,CRM Technical Developer
medium,3,excellent,excellent,yes,excellent,poor,cloud computing,product development,Management,smart worker,Software Developer
medium,5,poor,medium,no,excellent,medium,developer,product development,Technical,smart worker,Mobile Applications Developer
poor,2,medium,medium,yes,excellent,excellent,Business process analyst,BPA,Technical,hard worker,Web Developer
poor,2,poor,medium,no,excellent,poor,cloud computing,Cloud Services,Management,smart worker,Systems Security Administrator
excellent,0,poor,medium,no,poor,poor,system developer,SAaS services,Management,hard worker,UX Designer
excellent,5,excellent,poor,no,medium,excellent,testing,Finance,Technical,hard worker,Software Developer
excellent,0,excellent,poor,yes,poor,excellent,cloud computing,Product based,Management,smart worker,Technical Support
medium,6,medium,poor,yes,poor,medium,cloud computing,SAaS services,Technical,hard worker,CRM Technical Developer
poor,1,medium,medium,yes,excellent,excellent,security,product development,Technical,hard worker,Web Developer
poor,6,poor,medium,yes,poor,medium,developer,BPA,Technical,smart worker,Software Engineer
medium,1,poor,excellent,yes,excellent,excellent,system developer,Testing and Maintainance Services,Management,hard worker,Applications Developer
poor,2,poor,excellent,no,excellent,excellent,system developer,BPA,Management,smart worker,Web Developer
poor,4,poor,excellent,no,medium,excellent,security,Finance,Technical,smart worker,Software Quality Assurance (QA) / Testing
medium,3,medium,poor,yes,medium,poor,developer,Finance,Technical,smart worker,UX Designer
excellent,2,medium,excellent,yes,medium,excellent,Business process analyst,Finance,Management,hard worker,Network Security Engineer
poor,2,poor,medium,no,excellent,excellent,cloud computing,Service Based,Technical,smart worker,Network Security Engineer
excellent,3,poor,excellent,no,medium,medium,developer,SAaS services,Management,hard worker,Mobile Applications Developer
excellent,3,poor,excellent,yes,poor,excellent,developer,SAaS services,Technical,hard worker,Software Developer
poor,3,poor,excellent,no,medium,poor,security,Sales and Marketing,Management,smart worker,CRM Technical Developer
medium,4,medium,medium,yes,medium,medium,developer,Cloud Services,Technical,smart worker,CRM Technical Developer
medium,3,medium,excellent,yes,poor,excellent,developer,SAaS services,Technical,smart worker,UX Designer
poor,4,poor,poor,yes,medium,medium,developer,Service Based,Technical,smart worker,Network Security Engineer
excellent,5,poor,excellent,yes,medium,poor,testing,Sales and Marketing,Management,smart worker,CRM Technical Developer
poor,1,medium,excellent,yes,poor,poor,Business process analyst,Cloud Services,Management,hard worker,Software Developer
excellent,6,medium,poor,yes,excellent,medium,security,Web Services,Management,hard worker,Mobile Applications Developer
excellent,5,poor,excellent,no,poor,excellent,system developer,Web Services,Management,smart worker,Technical Support
medium,3,medium,medium,no,excellent,poor,system developer,Testing and Maintainance Services,Technical,hard worker,Software Quality Assurance (QA) / Testing
poor,4,excellent,poor,yes,poor,medium,system developer,Cloud Services,Management,hard worker,Technical Support
excellent,6,medium,medium,yes,poor,poor,Business process analyst,Product based,Management,hard worker,Mobile Applications Developer
medium,0,medium,poor,no,medium,excellent,security,Finance,Technical,hard worker,Technical Support
excellent,3,poor,excellent,no,excellent,excellent,cloud computing,SAaS services,Management,hard worker,Applications Developer
excellent,0,medium,medium,yes,medium,medium,developer,Finance,Technical,smart worker,Software Engineer
excellent,1,poor,excellent,no,medium,poor,testing,product development,Management,smart worker,Software Quality Assurance (QA) / Testing
poor,1,poor,excellent,yes,medium,poor,cloud computing,SAaS services,Management,hard worker,CRM Technical Developer
excellent,2,poor,poor,yes,poor,medium,cloud computing,Sales and Marketing,Technical,hard worker,Software Developer
poor,3,excellent,excellent,yes,excellent,excellent,Business process analyst,Web Services,Technical,smart worker,Technical Support
medium,2,poor,poor,yes,medium,medium,Business process analyst,SAaS services,Technical,hard worker,Systems Security Administrator
poor,1,excellent,medium,no,medium,excellent,developer,BPA,Management,hard worker,CRM Technical Developer
